Advisory_ID,Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR,Expert_Advisory
ADV_3042,2016,North_India,Haryana,Panchkula,30.75,76.75,575.3,0.25,25.0,0.62,6.8,Alluvial / Entisols,Medium,High,High,Cotton,4160,"For the year 2016, despite the lower rainfall, Cotton remains a suitable crop option due to its adaptability. Implementing efficient irrigation systems will help mitigate the impact of drought."
ADV_3043,2017,North_India,Haryana,Panchkula,30.75,76.75,896.0,0.25,25.0,0.72,6.9,Alluvial / Entisols,Medium,High,High,Cotton,4320,"For the year 2017, the high rainfall and suitable soil conditions make it an ideal year for Cotton cultivation. Fertilizer application should focus on maintaining a balanced nitrogen-phosphorus-potassium ratio."
ADV_3044,2018,North_India,Haryana,Panchkula,30.75,76.75,1078.2,0.25,25.0,0.78,7.2,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2018, considering the change in recommended crop to Coffee, ensure proper soil pH management to avoid nutrient deficiencies. Implement integrated pest management practices to minimize damage."
ADV_3045,2019,North_India,Haryana,Panchkula,30.75,76.75,934.7,0.25,25.0,0.74,6.8,Alluvial / Entisols,Medium,High,High,Cotton,5550,"For the year 2019, Cotton is a suitable crop option despite the variable rainfall. Focus on crop diversification to reduce dependence on a single crop."
ADV_3046,2020,North_India,Haryana,Panchkula,30.75,76.75,925.0,0.25,25.0,0.73,6.9,Alluvial / Entisols,Medium,High,High,Cotton,5825,"For the year 2020, Cotton remains a viable crop option, but monitor soil moisture levels closely to avoid water stress. Implement precision agriculture techniques for efficient resource utilization."
ADV_3047,2021,North_India,Haryana,Panchkula,30.75,76.75,847.6,0.25,25.0,0.71,6.6,Alluvial / Entisols,Medium,High,High,Cotton,6025,"For the year 2021, Cotton is a suitable crop option, but be prepared for potential yield losses due to drought. Implement conservation agriculture practices to maintain soil health."
ADV_3048,2022,North_India,Haryana,Panchkula,30.75,76.75,1258.1,0.25,25.0,0.84,7.0,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2022, considering the change in recommended crop to Coffee, ensure proper soil pH management to avoid nutrient deficiencies. Implement integrated pest management practices to minimize damage."
ADV_3049,2023,North_India,Haryana,Panchkula,30.75,76.75,1563.1,0.25,25.0,0.93,7.1,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2023, the high rainfall and suitable soil conditions make it an ideal year for Coffee cultivation. Fertilizer application should focus on maintaining a balanced nitrogen-phosphorus-potassium ratio."
ADV_3050,2024,North_India,Haryana,Panchkula,30.75,76.75,859.4,0.25,25.0,0.71,6.8,Alluvial / Entisols,Medium,High,High,Cotton,7521,"For the year 2024, Cotton is a suitable crop option despite the variable rainfall. Focus on crop diversification to reduce dependence on a single crop."
ADV_3051,2015,North_India,Haryana,Panipat,29.5,77.0,609.2,0.25,25.0,0.63,7.4,Alluvial / Entisols,Medium,High,High,Cotton,4100,"For the year 2015, consider planting Cotton as the recommended crop due to the high rainfall and suitable soil conditions. Monitor the soil moisture levels to ensure optimal crop growth."
ADV_3052,2016,North_India,Haryana,Panipat,29.5,77.0,255.8,0.25,25.0,0.51,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2016, Watermelon is a suitable crop choice due to the moderate rainfall and high phosphorus levels in the soil. Implement irrigation systems to maintain soil moisture during dry periods."
ADV_3053,2017,North_India,Haryana,Panipat,29.5,77.0,448.8,0.25,25.0,0.57,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2017, Watermelon is a recommended crop due to the moderate rainfall and high potassium levels in the soil. Use crop rotation techniques to maintain soil fertility and prevent nutrient depletion."
ADV_3054,2018,North_India,Haryana,Panipat,29.5,77.0,600.6,0.25,25.0,0.63,7.4,Alluvial / Entisols,Medium,High,High,Cotton,5450,"For the year 2018, Cotton is a suitable crop choice due to the high rainfall and suitable soil conditions. Apply nitrogen-based fertilizers to promote healthy crop growth."
ADV_3055,2019,North_India,Haryana,Panipat,29.5,77.0,326.4,0.25,25.0,0.53,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2019, Watermelon is a recommended crop due to the moderate rainfall and high phosphorus levels in the soil. Implement integrated pest management techniques to control pests and diseases."
ADV_3056,2020,North_India,Haryana,Panipat,29.5,77.0,624.9,0.25,25.0,0.63,7.7,Alluvial / Entisols,Medium,High,High,Cotton,5825,"For the year 2020, Cotton is a suitable crop choice due to the high rainfall and suitable soil conditions. Monitor the soil pH levels to ensure optimal crop growth."
ADV_3057,2021,North_India,Haryana,Panipat,29.5,77.0,610.9,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6025,"For the year 2021, Cotton is a recommended crop due to the high rainfall and suitable soil conditions. Use precision agriculture techniques to optimize crop yields and reduce waste."
ADV_3058,2022,North_India,Haryana,Panipat,29.5,77.0,610.3,0.25,25.0,0.63,7.5,Alluvial / Entisols,Medium,High,High,Cotton,6380,"For the year 2022, Cotton is a suitable crop choice due to the high rainfall and suitable soil conditions. Implement conservation agriculture techniques to reduce soil erosion and improve soil health."
ADV_3059,2023,North_India,Haryana,Panipat,29.5,77.0,361.8,0.25,25.0,0.55,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2023, Watermelon is a recommended crop due to the moderate rainfall and high phosphorus levels in the soil. Monitor the soil moisture levels to ensure optimal crop growth."
ADV_3060,2024,North_India,Haryana,Panipat,29.5,77.0,433.2,0.25,25.0,0.57,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2024, Watermelon is a suitable crop choice due to the moderate rainfall and high phosphorus levels in the soil. Use crop insurance policies to mitigate crop losses due to adverse weather conditions."
ADV_3061,2015,North_India,Haryana,Rewari,28.0,76.25,479.0,0.25,25.0,0.58,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2015, consider planting Watermelon as it has a high chance of success due to the favorable soil pH and high rainfall. Ensure proper irrigation and fertilization to maximize crop yield."
ADV_3062,2016,North_India,Haryana,Rewari,28.0,76.25,576.1,0.25,25.0,0.62,6.9,Alluvial / Entisols,Medium,High,High,Cotton,4160,"For the year 2016, Cotton is the recommended crop due to the high NDVI vegetation index and suitable soil type. Monitor temperature fluctuations to prevent any potential damage to the crop."
ADV_3063,2017,North_India,Haryana,Rewari,28.0,76.25,305.2,0.25,25.0,0.53,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2017, Watermelon is the recommended crop despite the low NDVI vegetation index. Implement efficient irrigation systems to compensate for the reduced soil moisture."
ADV_3064,2018,North_India,Haryana,Rewari,28.0,76.25,551.1,0.25,25.0,0.61,7.4,Alluvial / Entisols,Medium,High,High,Cotton,5450,"For the year 2018, Cotton is the recommended crop due to the high NDVI vegetation index and favorable soil pH. Ensure timely application of fertilizers to promote healthy crop growth."
ADV_3065,2019,North_India,Haryana,Rewari,28.0,76.25,275.1,0.25,25.0,0.52,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2019, Watermelon is the recommended crop despite the low NDVI vegetation index. Implement integrated pest management techniques to prevent any potential damage to the crop."
ADV_3066,2020,North_India,Haryana,Rewari,28.0,76.25,414.6,0.25,25.0,0.56,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2020, Watermelon is the recommended crop due to the favorable soil pH and high rainfall. Monitor soil moisture levels to prevent any potential waterlogging."
ADV_3067,2021,North_India,Haryana,Rewari,28.0,76.25,650.4,0.25,25.0,0.64,6.5,Alluvial / Entisols,Medium,High,High,Cotton,6025,"For the year 2021, Cotton is the recommended crop due to the high NDVI vegetation index and suitable soil type. Implement precision farming techniques to optimize crop yield."
ADV_3068,2022,North_India,Haryana,Rewari,28.0,76.25,877.9,0.25,25.0,0.72,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6380,"For the year 2022, Cotton is the recommended crop due to the high NDVI vegetation index and favorable soil pH. Ensure timely application of fertilizers to promote healthy crop growth."
ADV_3069,2023,North_India,Haryana,Rewari,28.0,76.25,619.2,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,7020,"For the year 2023, Cotton is the recommended crop despite the low NDVI vegetation index. Implement efficient irrigation systems to compensate for the reduced soil moisture."
ADV_3070,2024,North_India,Haryana,Rewari,28.0,76.25,867.8,0.25,25.0,0.71,7.5,Alluvial / Entisols,Medium,High,High,Cotton,7521,"For the year 2024, Cotton is the recommended crop due to the high NDVI vegetation index and suitable soil type. Monitor temperature fluctuations to prevent any potential damage to the crop."
ADV_3071,2015,North_India,Haryana,Rohtak,28.5,76.25,351.2,0.25,25.0,0.54,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2015, consider implementing crop rotation and soil conservation techniques to improve soil fertility and structure for optimal watermelon production."
ADV_3072,2016,North_India,Haryana,Rohtak,28.5,76.25,496.1,0.25,25.0,0.59,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2016, focus on maintaining soil moisture levels and providing adequate nutrients to support the growth of watermelon crops."
ADV_3073,2017,North_India,Haryana,Rohtak,28.5,76.25,327.6,0.25,25.0,0.53,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2017, consider using drought-tolerant watermelon varieties and implement efficient irrigation systems to mitigate the impact of low rainfall."
ADV_3074,2018,North_India,Haryana,Rohtak,28.5,76.25,422.8,0.25,25.0,0.57,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2018, prioritize soil pH management and adjust fertilization strategies to optimize nutrient uptake by watermelon crops."
ADV_3075,2019,North_India,Haryana,Rohtak,28.5,76.25,266.6,0.25,25.0,0.51,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2019, adopt conservation agriculture practices to reduce soil erosion and improve soil health for watermelon production."
ADV_3076,2020,North_India,Haryana,Rohtak,28.5,76.25,280.9,0.25,25.0,0.52,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2020, monitor soil moisture levels closely and adjust irrigation schedules to prevent waterlogging and ensure optimal watermelon growth."
ADV_3077,2021,North_India,Haryana,Rohtak,28.5,76.25,739.7,0.25,25.0,0.67,6.6,Alluvial / Entisols,Medium,High,High,Cotton,6025,"For 2021, consider shifting to cotton production due to favorable weather conditions and high nitrogen requirements."
ADV_3078,2022,North_India,Haryana,Rohtak,28.5,76.25,623.2,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6380,"For 2022, maintain optimal soil pH levels and provide adequate nutrients to support the growth of cotton crops."
ADV_3079,2023,North_India,Haryana,Rohtak,28.5,76.25,485.4,0.25,25.0,0.59,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2023, focus on soil conservation and erosion control measures to prevent soil degradation and ensure sustainable watermelon production."
ADV_3080,2024,North_India,Haryana,Rohtak,28.5,76.25,481.8,0.25,25.0,0.59,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2024, prioritize soil fertility management and adjust fertilization strategies to optimize nutrient uptake by watermelon crops."
ADV_3081,2015,North_India,Haryana,Sirsa,29.5,75.0,279.1,0.25,25.0,0.52,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2015, it is recommended to use drip irrigation and mulching to conserve water and regulate soil temperature. Also, apply organic fertilizers to improve soil health and fertility."
ADV_3082,2016,North_India,Haryana,Sirsa,29.5,75.0,173.5,0.25,25.0,0.48,6.8,Alluvial / Entisols,Medium,High,High,Muskmelon,0,"For 2016, consider using crop rotation and intercropping to reduce pests and diseases, and improve soil structure. Additionally, monitor soil moisture levels closely to avoid waterlogging and nutrient deficiencies."
ADV_3083,2017,North_India,Haryana,Sirsa,29.5,75.0,187.9,0.25,25.0,0.49,6.9,Alluvial / Entisols,Medium,High,High,Muskmelon,0,"For 2017, implement conservation agriculture practices like reduced tillage and cover cropping to minimize soil erosion and improve soil health. Also, use integrated pest management techniques to control pests and diseases effectively."
ADV_3084,2018,North_India,Haryana,Sirsa,29.5,75.0,306.7,0.25,25.0,0.53,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2018, use precision irrigation techniques like sprinkler irrigation to optimize water use and reduce runoff. Moreover, apply balanced fertilizers to meet the nutritional requirements of the recommended crop."
ADV_3085,2019,North_India,Haryana,Sirsa,29.5,75.0,421.3,0.25,25.0,0.57,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2019, adopt climate-resilient crop varieties and use micro-irrigation systems to improve water use efficiency. Also, implement integrated nutrient management practices to minimize nutrient losses and optimize fertilizer use."
ADV_3086,2020,North_India,Haryana,Sirsa,29.5,75.0,576.2,0.25,25.0,0.62,7.0,Alluvial / Entisols,Medium,High,High,Cotton,5825,"For the year 2020, consider planting Cotton in Haryana's Sirsa district due to its suitable soil pH and adequate rainfall. Monitor soil nitrogen levels to ensure optimal crop growth."
ADV_3087,2021,North_India,Haryana,Sirsa,29.5,75.0,445.6,0.25,25.0,0.57,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2021, Watermelon appears to be a suitable crop for the Sirsa district, given the high phosphorus and potassium levels in the soil. However, ensure proper irrigation management to mitigate the impact of lower rainfall."
ADV_3088,2022,North_India,Haryana,Sirsa,29.5,75.0,563.3,0.25,25.0,0.61,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6380,"For the year 2022, Cotton seems to be a good crop choice for the Sirsa district, considering the favorable soil conditions and adequate rainfall. Regularly check the soil pH to maintain optimal levels for crop growth."
ADV_3089,2023,North_India,Haryana,Sirsa,29.5,75.0,378.6,0.25,25.0,0.55,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2023, Watermelon may be a viable option for the Sirsa district, despite the lower rainfall, due to its ability to tolerate drought conditions. Implement drip irrigation to conserve water and reduce soil moisture stress."
ADV_3090,2024,North_India,Haryana,Sirsa,29.5,75.0,269.0,0.25,25.0,0.51,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For the year 2024, Watermelon appears to be a suitable crop for the Sirsa district, given its adaptability to drought conditions. Consider using mulch to retain soil moisture and reduce evaporation."
ADV_3091,2015,North_India,Haryana,Sonipat,29.0,77.0,564.5,0.25,25.0,0.61,7.4,Alluvial / Entisols,Medium,High,High,Cotton,4100,"For the year 2015, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium."
ADV_3092,2016,North_India,Haryana,Sonipat,29.0,77.0,420.9,0.25,25.0,0.57,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2016, Watermelon can be a good crop choice due to high phosphorus and potassium levels in the soil."
ADV_3093,2017,North_India,Haryana,Sonipat,29.0,77.0,620.1,0.25,25.0,0.63,7.3,Alluvial / Entisols,Medium,High,High,Cotton,4320,"For 2017, Cotton is a recommended crop as the soil moisture and temperature are favorable."
ADV_3094,2018,North_India,Haryana,Sonipat,29.0,77.0,672.6,0.25,25.0,0.65,7.6,Alluvial / Entisols,Medium,High,High,Cotton,5450,"In 2018, Cotton can be planted as the soil pH and nutrient levels are suitable."
ADV_3095,2019,North_India,Haryana,Sonipat,29.0,77.0,411.1,0.25,25.0,0.56,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2019, Watermelon can be a good crop choice due to high phosphorus and potassium levels in the soil."
ADV_3096,2020,North_India,Haryana,Sonipat,29.0,77.0,514.3,0.25,25.0,0.6,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2020, Watermelon can be planted as the soil moisture and temperature are favorable."
ADV_3097,2021,North_India,Haryana,Sonipat,29.0,77.0,920.1,0.25,25.0,0.73,7.1,Alluvial / Entisols,Medium,High,High,Cotton,6025,"For 2021, Cotton is a recommended crop as the soil moisture and temperature are favorable."
ADV_3098,2022,North_India,Haryana,Sonipat,29.0,77.0,470.5,0.25,25.0,0.58,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2022, Watermelon can be a good crop choice due to high phosphorus and potassium levels in the soil."
ADV_3099,2023,North_India,Haryana,Sonipat,29.0,77.0,597.5,0.25,25.0,0.62,7.6,Alluvial / Entisols,Medium,High,High,Cotton,7020,"For 2023, Cotton can be planted as the soil pH and nutrient levels are suitable."
ADV_3100,2024,North_India,Haryana,Sonipat,29.0,77.0,568.6,0.25,25.0,0.61,7.5,Alluvial / Entisols,Medium,High,High,Cotton,7521,"In 2024, Cotton is a recommended crop as the soil moisture and temperature are favorable."
ADV_3101,2015,North_India,Haryana,Yamuna Nagar,30.0,77.25,602.1,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,4100,"For the year 2015, consider planting Cotton in Yamuna Nagar, Haryana, as the soil pH and nutrient levels are suitable for this crop."
ADV_3102,2016,North_India,Haryana,Yamuna Nagar,30.0,77.25,501.0,0.25,25.0,0.59,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2016, Watermelon is a good option for Yamuna Nagar, Haryana, due to its adaptability to the local climate and soil conditions."
ADV_3103,2017,North_India,Haryana,Yamuna Nagar,30.0,77.25,487.1,0.25,25.0,0.59,6.5,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2017, Watermelon remains a suitable choice for Yamuna Nagar, Haryana, given the consistent soil moisture and temperature."
ADV_3104,2018,North_India,Haryana,Yamuna Nagar,30.0,77.25,779.0,0.25,25.0,0.68,6.8,Alluvial / Entisols,Medium,High,High,Cotton,5450,"In 2018, Cotton is a recommended crop for Yamuna Nagar, Haryana, as the high rainfall and suitable soil conditions favor its growth."
ADV_3105,2019,North_India,Haryana,Yamuna Nagar,30.0,77.25,483.1,0.25,25.0,0.59,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0,"For 2019, Watermelon is a suitable option for Yamuna Nagar, Haryana, despite the lower rainfall, due to its drought tolerance."
ADV_3106,2020,North_India,Haryana,Yamuna Nagar,30.0,77.25,667.6,0.25,25.0,0.65,7.0,Alluvial / Entisols,Medium,High,High,Cotton,5825,"In 2020, Cotton is a recommended crop for Yamuna Nagar, Haryana, as the moderate rainfall and suitable soil conditions support its growth."
ADV_3107,2021,North_India,Haryana,Yamuna Nagar,30.0,77.25,748.1,0.25,25.0,0.67,7.4,Alluvial / Entisols,Medium,High,High,Cotton,6025,"For 2021, Cotton is a good choice for Yamuna Nagar, Haryana, as the high rainfall and suitable soil conditions favor its growth."
ADV_3108,2022,North_India,Haryana,Yamuna Nagar,30.0,77.25,751.9,0.25,25.0,0.68,7.5,Alluvial / Entisols,Medium,High,High,Cotton,6380,"In 2022, Cotton is a recommended crop for Yamuna Nagar, Haryana, as the high rainfall and suitable soil conditions support its growth."
ADV_3109,2023,North_India,Haryana,Yamuna Nagar,30.0,77.25,934.6,0.25,25.0,0.74,7.7,Alluvial / Entisols,Medium,High,High,Cotton,7020,"For 2023, Cotton is a good option for Yamuna Nagar, Haryana, as the very high rainfall and suitable soil conditions favor its growth."
ADV_3110,2024,North_India,Haryana,Yamuna Nagar,30.0,77.25,588.1,0.25,25.0,0.62,7.6,Alluvial / Entisols,Medium,High,High,Cotton,7521,"In 2024, Cotton is a recommended crop for Yamuna Nagar, Haryana, as the moderate rainfall and suitable soil conditions support its growth."
ADV_3111,2015,North_India,Himachal Pradesh,Chamba,32.5,76.0,1656.9,0.25,25.0,0.93,7.8,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2015, it is recommended to plant Coffee as the soil pH is 7.8 and the nitrogen level is medium, which is suitable for coffee cultivation. Regular monitoring of soil moisture and temperature will help in optimal coffee production."
ADV_3112,2016,North_India,Himachal Pradesh,Chamba,32.5,76.0,1013.4,0.25,25.0,0.76,6.9,Alluvial / Entisols,Medium,High,High,Cotton,4160,"For the year 2016, Cotton is recommended as the soil pH is 6.9 and the phosphorus level is high, which is suitable for cotton cultivation. However, the nitrogen level is medium, so fertilizers may be required for optimal cotton production."
ADV_3113,2017,North_India,Himachal Pradesh,Chamba,32.5,76.0,1141.2,0.25,25.0,0.81,7.5,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2017, Coffee is recommended as the soil pH is 7.5 and the nitrogen level is medium, which is suitable for coffee cultivation. The high phosphorus level will also support coffee production."
ADV_3114,2018,North_India,Himachal Pradesh,Chamba,32.5,76.0,1525.2,0.25,25.0,0.93,7.3,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2018, Coffee is recommended as the soil pH is 7.3 and the nitrogen level is medium, which is suitable for coffee cultivation. The high phosphorus and potassium levels will also support coffee production."
ADV_3115,2019,North_India,Himachal Pradesh,Chamba,32.5,76.0,1548.2,0.25,25.0,0.93,6.6,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2019, Coffee is recommended as the soil pH is 6.6 and the nitrogen level is medium, which is suitable for coffee cultivation. However, the phosphorus level is high, so fertilizers may be required for optimal coffee production."
ADV_3116,2020,North_India,Himachal Pradesh,Chamba,32.5,76.0,1232.0,0.25,25.0,0.84,7.6,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2020, Coffee is recommended as the soil pH is 7.6 and the nitrogen level is medium, which is suitable for coffee cultivation. The high phosphorus and potassium levels will also support coffee production."
ADV_3117,2021,North_India,Himachal Pradesh,Chamba,32.5,76.0,1246.1,0.25,25.0,0.84,6.9,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2021, Coffee is recommended as the soil pH is 6.9 and the nitrogen level is medium, which is suitable for coffee cultivation. However, the phosphorus level is high, so fertilizers may be required for optimal coffee production."
ADV_3118,2022,North_India,Himachal Pradesh,Chamba,32.5,76.0,1429.0,0.25,25.0,0.9,6.8,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2022, Coffee is recommended as the soil pH is 6.8 and the nitrogen level is medium, which is suitable for coffee cultivation. However, the phosphorus level is high, so fertilizers may be required for optimal coffee production."
ADV_3119,2023,North_India,Himachal Pradesh,Chamba,32.5,76.0,2270.0,0.25,25.0,0.93,6.6,Alluvial / Entisols,Medium,High,High,Jute,5050,"For the year 2023, Jute is recommended as the soil pH is 6.6 and the nitrogen level is medium, which is suitable for jute cultivation. The high phosphorus and potassium levels will also support jute production."
ADV_3120,2024,North_India,Himachal Pradesh,Chamba,32.5,76.0,1340.0,0.25,25.0,0.87,7.1,Alluvial / Entisols,Medium,High,High,Coffee,0,"For the year 2024, Coffee is recommended as the soil pH is 7.1 and the nitrogen level is medium, which is suitable for coffee cultivation. The high phosphorus and potassium levels will also support coffee production."
ADV_3121,2015,North_India,Himachal Pradesh,Kangra,32.25,76.25,3268.5,0.25,25.0,0.93,7.5,Alluvial / Entisols,Medium,High,High,Rice,1410,"For the year 2015, it is recommended to plant Rice as the soil pH is 7.5 and the nitrogen level is medium, which is suitable for Rice cultivation. Adequate rainfall of 3268.5 mm will also support the growth of Rice."
ADV_3122,2016,North_India,Himachal Pradesh,Kangra,32.25,76.25,3350.8,0.25,25.0,0.93,7.2,Alluvial / Entisols,Medium,High,High,Rice,1470,"For the year 2016, it is recommended to plant Rice as the soil pH is 7.2 and the nitrogen level is medium, which is suitable for Rice cultivation. Sufficient rainfall of 3350.8 mm will also support the growth of Rice."
ADV_3123,2017,North_India,Himachal Pradesh,Kangra,32.25,76.25,3270.3,0.25,25.0,0.93,7.1,Alluvial / Entisols,Medium,High,High,Rice,1550,"For the year 2017, it is recommended to plant Rice as the soil pH is 7.1 and the nitrogen level is medium, which is suitable for Rice cultivation. Adequate rainfall of 3270.3 mm will also support the growth of Rice."
ADV_3124,2018,North_India,Himachal Pradesh,Kangra,32.25,76.25,3607.9,0.25,25.0,0.93,6.7,Alluvial / Entisols,Medium,High,High,Rice,1750,"For the year 2018, it is recommended to plant Rice as the soil pH is 6.7 and the nitrogen level is medium, which is suitable for Rice cultivation. High rainfall of 3607.9 mm will also support the growth of Rice."
ADV_3125,2019,North_India,Himachal Pradesh,Kangra,32.25,76.25,2922.4,0.25,25.0,0.93,6.7,Alluvial / Entisols,Medium,High,High,Rice,1815,"For the year 2019, it is recommended to plant Rice as the soil pH is 6.7 and the nitrogen level is medium, which is suitable for Rice cultivation. Sufficient rainfall of 2922.4 mm will also support the growth of Rice."
ADV_3126,2020,North_India,Himachal Pradesh,Kangra,32.25,76.25,2831.7,0.25,25.0,0.93,7.7,Alluvial / Entisols,Medium,High,High,Rice,1868,"For the year 2020, it is recommended to plant Rice as the soil pH is 7.7 and the nitrogen level is medium, which is suitable for Rice cultivation. Adequate rainfall of 2831.7 mm will also support the growth of Rice."
ADV_3127,2021,North_India,Himachal Pradesh,Kangra,32.25,76.25,2425.7,0.25,25.0,0.93,6.8,Alluvial / Entisols,Medium,High,High,Jute,4500,"For the year 2021, it is recommended to plant Jute as the soil pH is 6.8 and the nitrogen level is medium, which is suitable for Jute cultivation. Sufficient rainfall of 2425.7 mm will also support the growth of Jute."
ADV_3128,2022,North_India,Himachal Pradesh,Kangra,32.25,76.25,3322.5,0.25,25.0,0.93,6.6,Alluvial / Entisols,Medium,High,High,Rice,2040,"For the year 2022, it is recommended to plant Rice as the soil pH is 6.6 and the nitrogen level is medium, which is suitable for Rice cultivation. Sufficient rainfall of 3322.5 mm will also support the growth of Rice."
ADV_3129,2023,North_India,Himachal Pradesh,Kangra,32.25,76.25,3343.6,0.25,25.0,0.93,7.4,Alluvial / Entisols,Medium,High,High,Rice,2183,"For the year 2023, it is recommended to plant Rice as the soil pH is 7.4 and the nitrogen level is medium, which is suitable for Rice cultivation. Adequate rainfall of 3343.6 mm will also support the growth of Rice."
ADV_3130,2024,North_India,Himachal Pradesh,Kangra,32.25,76.25,2900.9,0.25,25.0,0.93,6.6,Alluvial / Entisols,Medium,High,High,Rice,2300,"For the year 2024, it is recommended to plant Rice as the soil pH is 6.6 and the nitrogen level is medium, which is suitable for Rice cultivation. Sufficient rainfall of 2900.9 mm will also support the growth of Rice."
ADV_3131,2015,North_India,Himachal Pradesh,Kinnaur,31.5,78.5,945.4,0.25,25.0,0.74,7.6,Alluvial / Entisols,Medium,High,High,Cotton,4100,"For the year 2015, consider planting Cotton as it is the recommended crop and has high phosphorus and potassium levels in the soil. Ensure proper soil pH management to prevent any nutrient deficiencies."
ADV_3132,2016,North_India,Himachal Pradesh,Kinnaur,31.5,78.5,621.8,0.25,25.0,0.63,7.8,Alluvial / Entisols,Medium,High,High,Cotton,4160,"In 2016, Cotton is still a suitable crop choice given the soil conditions, but monitor the soil moisture levels to prevent water stress. Regular soil pH checks will help in maintaining optimal nutrient availability."
ADV_3133,2017,North_India,Himachal Pradesh,Kinnaur,31.5,78.5,831.5,0.25,25.0,0.7,6.8,Alluvial / Entisols,Medium,High,High,Cotton,4320,"For 2017, Cotton is the recommended crop, and the high NDVI vegetation index indicates good soil health. Implement efficient irrigation systems to maintain optimal soil moisture levels."
ADV_3134,2018,North_India,Himachal Pradesh,Kinnaur,31.5,78.5,398.3,0.25,25.0,0.56,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2018, Watermelon is the recommended crop, and the soil pH is within the optimal range. Ensure adequate soil moisture levels to prevent water stress and promote healthy crop growth."
ADV_3135,2019,North_India,Himachal Pradesh,Kinnaur,31.5,78.5,606.8,0.25,25.0,0.63,7.3,Alluvial / Entisols,Medium,High,High,Cotton,5550,"For 2019, Cotton is the recommended crop, and the high phosphorus and potassium levels in the soil will support its growth. Regular soil pH checks will help in maintaining optimal nutrient availability."
ADV_3136,2020,North_India,Himachal Pradesh,Kinnaur,31.5,78.5,306.0,0.25,25.0,0.53,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0,"In 2020, Watermelon is the recommended crop, and the soil pH is within the optimal range. Implement efficient irrigation systems to maintain optimal soil moisture levels and promote healthy crop growth."
