Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR
2022,Northeast_India,Sikkim,North Sikkim,27.5,88.5,3557.0,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Rice,2040
2023,Northeast_India,Sikkim,North Sikkim,27.5,88.5,2878.9,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Rice,2183
2024,Northeast_India,Sikkim,North Sikkim,27.5,88.5,3084.2,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Rice,2300
2015,Northeast_India,Sikkim,South Sikkim,27.25,88.25,3296.2,0.25,25.0,0.93,4.7,Red / Ultisols,High,Low,Low,Rice,1410
2016,Northeast_India,Sikkim,South Sikkim,27.25,88.25,2721.0,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Rice,1470
2017,Northeast_India,Sikkim,South Sikkim,27.25,88.25,2804.2,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Sikkim,South Sikkim,27.25,88.25,2706.9,0.25,25.0,0.93,5.1,Red / Ultisols,High,Low,Low,Rice,1750
2019,Northeast_India,Sikkim,South Sikkim,27.25,88.25,3041.9,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Rice,1815
2020,Northeast_India,Sikkim,South Sikkim,27.25,88.25,2910.4,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Rice,1868
2021,Northeast_India,Sikkim,South Sikkim,27.25,88.25,2998.2,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Rice,1940
2022,Northeast_India,Sikkim,South Sikkim,27.25,88.25,3108.3,0.25,25.0,0.93,5.1,Red / Ultisols,High,Low,Low,Rice,2040
2023,Northeast_India,Sikkim,South Sikkim,27.25,88.25,2530.6,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Jute,5050
2024,Northeast_India,Sikkim,South Sikkim,27.25,88.25,2509.0,0.25,25.0,0.93,5.5,Red / Ultisols,High,Low,Low,Jute,5335
2015,Northeast_India,Sikkim,West Sikkim,27.25,88.25,3296.2,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Rice,1410
2016,Northeast_India,Sikkim,West Sikkim,27.25,88.25,2721.0,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Rice,1470
2017,Northeast_India,Sikkim,West Sikkim,27.25,88.25,2804.2,0.25,25.0,0.93,5.6,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Sikkim,West Sikkim,27.25,88.25,2706.9,0.25,25.0,0.93,5.0,Red / Ultisols,High,Low,Low,Rice,1750
2019,Northeast_India,Sikkim,West Sikkim,27.25,88.25,3041.9,0.25,25.0,0.93,5.6,Red / Ultisols,High,Low,Low,Rice,1815
2020,Northeast_India,Sikkim,West Sikkim,27.25,88.25,2910.4,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Rice,1868
2021,Northeast_India,Sikkim,West Sikkim,27.25,88.25,2998.2,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Rice,1940
2022,Northeast_India,Sikkim,West Sikkim,27.25,88.25,3108.3,0.25,25.0,0.93,4.8,Red / Ultisols,High,Low,Low,Rice,2040
2023,Northeast_India,Sikkim,West Sikkim,27.25,88.25,2530.6,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Jute,5050
2024,Northeast_India,Sikkim,West Sikkim,27.25,88.25,2509.0,0.25,25.0,0.93,5.0,Red / Ultisols,High,Low,Low,Jute,5335
2015,Northeast_India,Tripura,Dhalai,24.0,91.75,2193.3,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Jute,2700
2016,Northeast_India,Tripura,Dhalai,24.0,91.75,2754.0,0.25,25.0,0.93,5.5,Red / Ultisols,High,Low,Low,Rice,1470
2017,Northeast_India,Tripura,Dhalai,24.0,91.75,3609.3,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Tripura,Dhalai,24.0,91.75,2472.2,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,3700
2019,Northeast_India,Tripura,Dhalai,24.0,91.75,2942.5,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Rice,1815
2020,Northeast_India,Tripura,Dhalai,24.0,91.75,2458.1,0.25,25.0,0.93,5.4,Red / Ultisols,High,Low,Low,Jute,4225
2021,Northeast_India,Tripura,Dhalai,24.0,91.75,1655.4,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Coffee,0
2022,Northeast_India,Tripura,Dhalai,24.0,91.75,2140.8,0.25,25.0,0.93,4.6,Red / Ultisols,High,Low,Low,Jute,4750
2023,Northeast_India,Tripura,Dhalai,24.0,91.75,1901.1,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Jute,5050
2024,Northeast_India,Tripura,Dhalai,24.0,91.75,2418.2,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Jute,5335
2015,Northeast_India,Tripura,Gomati,23.5,91.5,2612.7,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,2700
2016,Northeast_India,Tripura,Gomati,23.5,91.5,2152.4,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Jute,3200
2017,Northeast_India,Tripura,Gomati,23.5,91.5,2962.4,0.25,25.0,0.93,4.8,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Tripura,Gomati,23.5,91.5,2174.6,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Jute,3700
2019,Northeast_India,Tripura,Gomati,23.5,91.5,1974.0,0.25,25.0,0.93,4.6,Red / Ultisols,High,Low,Low,Jute,3950
2020,Northeast_India,Tripura,Gomati,23.5,91.5,2161.0,0.25,25.0,0.93,5.4,Red / Ultisols,High,Low,Low,Jute,4225
2021,Northeast_India,Tripura,Gomati,23.5,91.5,1959.9,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Jute,4500
2022,Northeast_India,Tripura,Gomati,23.5,91.5,1776.7,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Coffee,0
2023,Northeast_India,Tripura,Gomati,23.5,91.5,1697.9,0.25,25.0,0.93,5.0,Red / Ultisols,High,Low,Low,Coffee,0
2024,Northeast_India,Tripura,Gomati,23.5,91.5,2046.8,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Jute,5335
2015,Northeast_India,Tripura,Khowai,24.0,91.75,2193.3,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,2700
2016,Northeast_India,Tripura,Khowai,24.0,91.75,2754.0,0.25,25.0,0.93,5.0,Red / Ultisols,High,Low,Low,Rice,1470
2017,Northeast_India,Tripura,Khowai,24.0,91.75,3609.3,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Tripura,Khowai,24.0,91.75,2472.2,0.25,25.0,0.93,5.4,Red / Ultisols,High,Low,Low,Jute,3700
2019,Northeast_India,Tripura,Khowai,24.0,91.75,2942.5,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Rice,1815
2020,Northeast_India,Tripura,Khowai,24.0,91.75,2458.1,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Jute,4225
2021,Northeast_India,Tripura,Khowai,24.0,91.75,1655.4,0.25,25.0,0.93,5.5,Red / Ultisols,High,Low,Low,Coffee,0
2022,Northeast_India,Tripura,Khowai,24.0,91.75,2140.8,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Jute,4750
2023,Northeast_India,Tripura,Khowai,24.0,91.75,1901.1,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Jute,5050
2024,Northeast_India,Tripura,Khowai,24.0,91.75,2418.2,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Jute,5335
2015,Northeast_India,Tripura,North Tripura,24.25,92.0,1921.8,0.25,25.0,0.93,4.7,Red / Ultisols,High,Low,Low,Jute,2700
2016,Northeast_India,Tripura,North Tripura,24.25,92.0,2332.6,0.25,25.0,0.93,4.6,Red / Ultisols,High,Low,Low,Jute,3200
2017,Northeast_India,Tripura,North Tripura,24.25,92.0,2669.3,0.25,25.0,0.93,5.5,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Tripura,North Tripura,24.25,92.0,2069.3,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Jute,3700
2019,Northeast_India,Tripura,North Tripura,24.25,92.0,2554.1,0.25,25.0,0.93,5.1,Red / Ultisols,High,Low,Low,Jute,3950
2020,Northeast_India,Tripura,North Tripura,24.25,92.0,2211.5,0.25,25.0,0.93,5.4,Red / Ultisols,High,Low,Low,Jute,4225
2021,Northeast_India,Tripura,North Tripura,24.25,92.0,1734.2,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Coffee,0
2022,Northeast_India,Tripura,North Tripura,24.25,92.0,2396.9,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,4750
2023,Northeast_India,Tripura,North Tripura,24.25,92.0,2360.4,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Jute,5050
2024,Northeast_India,Tripura,North Tripura,24.25,92.0,3269.1,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Rice,2300
2015,Northeast_India,Tripura,Sepahijala,23.5,91.25,2483.4,0.25,25.0,0.93,4.6,Red / Ultisols,High,Low,Low,Jute,2700
2016,Northeast_India,Tripura,Sepahijala,23.5,91.25,2136.8,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Jute,3200
2017,Northeast_India,Tripura,Sepahijala,23.5,91.25,2850.5,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Tripura,Sepahijala,23.5,91.25,1786.4,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Coffee,0
2019,Northeast_India,Tripura,Sepahijala,23.5,91.25,1699.7,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Coffee,0
2020,Northeast_India,Tripura,Sepahijala,23.5,91.25,2040.7,0.25,25.0,0.93,4.6,Red / Ultisols,High,Low,Low,Jute,4225
2021,Northeast_India,Tripura,Sepahijala,23.5,91.25,1718.6,0.25,25.0,0.93,5.6,Red / Ultisols,High,Low,Low,Coffee,0
2022,Northeast_India,Tripura,Sepahijala,23.5,91.25,1828.0,0.25,25.0,0.93,5.5,Red / Ultisols,High,Low,Low,Coffee,0
2023,Northeast_India,Tripura,Sepahijala,23.5,91.25,2243.4,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Jute,5050
2024,Northeast_India,Tripura,Sepahijala,23.5,91.25,2467.4,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Jute,5335
2015,Northeast_India,Tripura,South Tripura,23.5,91.5,2612.7,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,2700
2016,Northeast_India,Tripura,South Tripura,23.5,91.5,2152.4,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,3200
2017,Northeast_India,Tripura,South Tripura,23.5,91.5,2962.4,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Tripura,South Tripura,23.5,91.5,2174.6,0.25,25.0,0.93,5.8,Red / Ultisols,High,Low,Low,Jute,3700
2019,Northeast_India,Tripura,South Tripura,23.5,91.5,1974.0,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,3950
2020,Northeast_India,Tripura,South Tripura,23.5,91.5,2161.0,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,4225
2021,Northeast_India,Tripura,South Tripura,23.5,91.5,1959.9,0.25,25.0,0.93,5.0,Red / Ultisols,High,Low,Low,Jute,4500
2022,Northeast_India,Tripura,South Tripura,23.5,91.5,1776.7,0.25,25.0,0.93,4.7,Red / Ultisols,High,Low,Low,Coffee,0
2023,Northeast_India,Tripura,South Tripura,23.5,91.5,1697.9,0.25,25.0,0.93,5.1,Red / Ultisols,High,Low,Low,Coffee,0
2024,Northeast_India,Tripura,South Tripura,23.5,91.5,2046.8,0.25,25.0,0.93,4.9,Red / Ultisols,High,Low,Low,Jute,5335
2015,Northeast_India,Tripura,West Tripura,24.0,91.5,2140.6,0.25,25.0,0.93,4.7,Red / Ultisols,High,Low,Low,Jute,2700
2016,Northeast_India,Tripura,West Tripura,24.0,91.5,2417.1,0.25,25.0,0.93,4.5,Red / Ultisols,High,Low,Low,Jute,3200
2017,Northeast_India,Tripura,West Tripura,24.0,91.5,3468.2,0.25,25.0,0.93,5.6,Red / Ultisols,High,Low,Low,Rice,1550
2018,Northeast_India,Tripura,West Tripura,24.0,91.5,2525.1,0.25,25.0,0.93,5.3,Red / Ultisols,High,Low,Low,Jute,3700
2019,Northeast_India,Tripura,West Tripura,24.0,91.5,3006.7,0.25,25.0,0.93,4.8,Red / Ultisols,High,Low,Low,Rice,1815
2020,Northeast_India,Tripura,West Tripura,24.0,91.5,2581.2,0.25,25.0,0.93,5.2,Red / Ultisols,High,Low,Low,Jute,4225
2021,Northeast_India,Tripura,West Tripura,24.0,91.5,1636.6,0.25,25.0,0.93,5.6,Red / Ultisols,High,Low,Low,Coffee,0
2022,Northeast_India,Tripura,West Tripura,24.0,91.5,2091.9,0.25,25.0,0.93,5.9,Red / Ultisols,High,Low,Low,Jute,4750
2023,Northeast_India,Tripura,West Tripura,24.0,91.5,1891.5,0.25,25.0,0.93,5.0,Red / Ultisols,High,Low,Low,Jute,5050
2024,Northeast_India,Tripura,West Tripura,24.0,91.5,2019.2,0.25,25.0,0.93,5.6,Red / Ultisols,High,Low,Low,Jute,5335
2015,North_India,Chandigarh,Chandigarh,30.75,76.75,824.4,0.25,25.0,0.7,6.6,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Chandigarh,Chandigarh,30.75,76.75,575.3,0.25,25.0,0.62,6.8,Alluvial / Entisols,Medium,High,High,Cotton,4160
2017,North_India,Chandigarh,Chandigarh,30.75,76.75,896.0,0.25,25.0,0.72,6.6,Alluvial / Entisols,Medium,High,High,Cotton,4320
2018,North_India,Chandigarh,Chandigarh,30.75,76.75,1078.2,0.25,25.0,0.78,7.1,Alluvial / Entisols,Medium,High,High,Coffee,0
2019,North_India,Chandigarh,Chandigarh,30.75,76.75,934.7,0.25,25.0,0.74,7.7,Alluvial / Entisols,Medium,High,High,Cotton,5550
2020,North_India,Chandigarh,Chandigarh,30.75,76.75,925.0,0.25,25.0,0.73,7.2,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Chandigarh,Chandigarh,30.75,76.75,847.6,0.25,25.0,0.71,7.4,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Chandigarh,Chandigarh,30.75,76.75,1258.1,0.25,25.0,0.84,6.5,Alluvial / Entisols,Medium,High,High,Coffee,0
2023,North_India,Chandigarh,Chandigarh,30.75,76.75,1563.1,0.25,25.0,0.93,7.6,Alluvial / Entisols,Medium,High,High,Coffee,0
2024,North_India,Chandigarh,Chandigarh,30.75,76.75,859.4,0.25,25.0,0.71,7.7,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Delhi,Central Delhi,28.75,77.25,449.7,0.25,25.0,0.57,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Delhi,Central Delhi,28.75,77.25,282.0,0.25,25.0,0.52,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,Central Delhi,28.75,77.25,345.3,0.25,25.0,0.54,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,Central Delhi,28.75,77.25,362.6,0.25,25.0,0.55,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,Central Delhi,28.75,77.25,349.9,0.25,25.0,0.54,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,Central Delhi,28.75,77.25,438.8,0.25,25.0,0.57,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,Central Delhi,28.75,77.25,823.5,0.25,25.0,0.7,6.9,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,Central Delhi,28.75,77.25,487.4,0.25,25.0,0.59,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2023,North_India,Delhi,Central Delhi,28.75,77.25,570.5,0.25,25.0,0.62,7.2,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,Central Delhi,28.75,77.25,505.1,0.25,25.0,0.59,6.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Delhi,East Delhi,28.75,77.25,449.7,0.25,25.0,0.57,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Delhi,East Delhi,28.75,77.25,282.0,0.25,25.0,0.52,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,East Delhi,28.75,77.25,345.3,0.25,25.0,0.54,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,East Delhi,28.75,77.25,362.6,0.25,25.0,0.55,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,East Delhi,28.75,77.25,349.9,0.25,25.0,0.54,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,East Delhi,28.75,77.25,438.8,0.25,25.0,0.57,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,East Delhi,28.75,77.25,823.5,0.25,25.0,0.7,6.6,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,East Delhi,28.75,77.25,487.4,0.25,25.0,0.59,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2023,North_India,Delhi,East Delhi,28.75,77.25,570.5,0.25,25.0,0.62,7.2,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,East Delhi,28.75,77.25,505.1,0.25,25.0,0.59,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Delhi,New Delhi,28.5,77.25,622.7,0.25,25.0,0.63,7.0,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Delhi,New Delhi,28.5,77.25,509.4,0.25,25.0,0.59,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,New Delhi,28.5,77.25,441.5,0.25,25.0,0.57,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,New Delhi,28.5,77.25,459.9,0.25,25.0,0.58,6.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,New Delhi,28.5,77.25,417.9,0.25,25.0,0.56,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,New Delhi,28.5,77.25,527.4,0.25,25.0,0.6,6.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,New Delhi,28.5,77.25,662.1,0.25,25.0,0.65,6.6,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,New Delhi,28.5,77.25,629.2,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Delhi,New Delhi,28.5,77.25,833.0,0.25,25.0,0.7,7.2,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,New Delhi,28.5,77.25,648.8,0.25,25.0,0.64,6.7,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Delhi,North Delhi,28.75,77.25,449.7,0.25,25.0,0.57,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Delhi,North Delhi,28.75,77.25,282.0,0.25,25.0,0.52,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,North Delhi,28.75,77.25,345.3,0.25,25.0,0.54,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,North Delhi,28.75,77.25,362.6,0.25,25.0,0.55,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,North Delhi,28.75,77.25,349.9,0.25,25.0,0.54,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,North Delhi,28.75,77.25,438.8,0.25,25.0,0.57,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,North Delhi,28.75,77.25,823.5,0.25,25.0,0.7,6.9,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,North Delhi,28.75,77.25,487.4,0.25,25.0,0.59,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2023,North_India,Delhi,North Delhi,28.75,77.25,570.5,0.25,25.0,0.62,7.2,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,North Delhi,28.75,77.25,505.1,0.25,25.0,0.59,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Delhi,North East Delhi,28.75,77.25,449.7,0.25,25.0,0.57,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Delhi,North East Delhi,28.75,77.25,282.0,0.25,25.0,0.52,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,North East Delhi,28.75,77.25,345.3,0.25,25.0,0.54,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,North East Delhi,28.75,77.25,362.6,0.25,25.0,0.55,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,North East Delhi,28.75,77.25,349.9,0.25,25.0,0.54,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,North East Delhi,28.75,77.25,438.8,0.25,25.0,0.57,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,North East Delhi,28.75,77.25,823.5,0.25,25.0,0.7,6.6,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,North East Delhi,28.75,77.25,487.4,0.25,25.0,0.59,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2023,North_India,Delhi,North East Delhi,28.75,77.25,570.5,0.25,25.0,0.62,6.6,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,North East Delhi,28.75,77.25,505.1,0.25,25.0,0.59,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Delhi,North West Delhi,28.75,77.0,808.8,0.25,25.0,0.69,6.7,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Delhi,North West Delhi,28.75,77.0,593.9,0.25,25.0,0.62,6.9,Alluvial / Entisols,Medium,High,High,Cotton,4160
2017,North_India,Delhi,North West Delhi,28.75,77.0,566.2,0.25,25.0,0.61,7.5,Alluvial / Entisols,Medium,High,High,Cotton,4320
2018,North_India,Delhi,North West Delhi,28.75,77.0,722.8,0.25,25.0,0.67,6.6,Alluvial / Entisols,Medium,High,High,Cotton,5450
2019,North_India,Delhi,North West Delhi,28.75,77.0,598.4,0.25,25.0,0.62,6.6,Alluvial / Entisols,Medium,High,High,Cotton,5550
2020,North_India,Delhi,North West Delhi,28.75,77.0,695.8,0.25,25.0,0.66,7.2,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Delhi,North West Delhi,28.75,77.0,1217.7,0.25,25.0,0.83,6.8,Alluvial / Entisols,Medium,High,High,Coffee,0
2022,North_India,Delhi,North West Delhi,28.75,77.0,804.3,0.25,25.0,0.69,7.3,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Delhi,North West Delhi,28.75,77.0,782.5,0.25,25.0,0.69,7.5,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,North West Delhi,28.75,77.0,834.9,0.25,25.0,0.7,6.5,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Delhi,Shahdara,28.75,77.25,449.7,0.25,25.0,0.57,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Delhi,Shahdara,28.75,77.25,282.0,0.25,25.0,0.52,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,Shahdara,28.75,77.25,345.3,0.25,25.0,0.54,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,Shahdara,28.75,77.25,362.6,0.25,25.0,0.55,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,Shahdara,28.75,77.25,349.9,0.25,25.0,0.54,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,Shahdara,28.75,77.25,438.8,0.25,25.0,0.57,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,Shahdara,28.75,77.25,823.5,0.25,25.0,0.7,7.5,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,Shahdara,28.75,77.25,487.4,0.25,25.0,0.59,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0
2023,North_India,Delhi,Shahdara,28.75,77.25,570.5,0.25,25.0,0.62,7.0,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,Shahdara,28.75,77.25,505.1,0.25,25.0,0.59,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Delhi,South Delhi,28.5,77.25,622.7,0.25,25.0,0.63,7.3,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Delhi,South Delhi,28.5,77.25,509.4,0.25,25.0,0.59,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,South Delhi,28.5,77.25,441.5,0.25,25.0,0.57,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,South Delhi,28.5,77.25,459.9,0.25,25.0,0.58,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,South Delhi,28.5,77.25,417.9,0.25,25.0,0.56,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,South Delhi,28.5,77.25,527.4,0.25,25.0,0.6,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,South Delhi,28.5,77.25,662.1,0.25,25.0,0.65,7.3,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,South Delhi,28.5,77.25,629.2,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Delhi,South Delhi,28.5,77.25,833.0,0.25,25.0,0.7,7.4,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,South Delhi,28.5,77.25,648.8,0.25,25.0,0.64,6.9,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Delhi,South East Delhi,28.5,77.25,622.7,0.25,25.0,0.63,7.5,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Delhi,South East Delhi,28.5,77.25,509.4,0.25,25.0,0.59,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,South East Delhi,28.5,77.25,441.5,0.25,25.0,0.57,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,South East Delhi,28.5,77.25,459.9,0.25,25.0,0.58,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
